r,rtype,zr,effshape,dirsign5,authordate,studyid,siteid,ecosystype,expsyst,manip,design,inddivcause,establfrom,divmeas,fglevels,splevels,maxspno,noplots,nospec,tl_manip,tl_measur,trophrel,variable,groupvar,service,ecoserv,residinvad,statdyn,ratestock,resplevel
0.663,univar,0.799,positive linear,2,Burrows & Pfleger 2002b,131,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,48,18,Mycorrhiza,1°Producer,symbiont,biomass total Lespedeza capitata,1°producer abundance,p,prim prod,1,static,s,pop
0.707,univar,0.881,positive linear,2,Burrows & Pfleger 2002b,131,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,48,18,1°Producer,Mycorrhiza,symbiont,spore number in soil of comm. with Lespedeza capitata,Mycorrhiza abundance,s,nutrient cycling,1,static,s,com
NA,,NA,positive,2,Burrows & Pfleger 2002b,131,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,48,18,1°Producer,Mycorrhiza,symbiont,Mycorrhiza diversity of comm. with Lespedeza capitata,Mycorrhiza diversity,s,nutrient cycling,1,static,s,com
NA,,NA,no,0,Burrows & Pfleger 2002b,131,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,48,18,1°Producer,Mycorrhiza,symbiont,root colonization,Mycorrhiza abundance,s,nutrient cycling,1,static,s,com
NA,,NA,positive linear,2,Burrows & Pfleger 2002b,131,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,48,18,1°Producer,Mycorrhiza,symbiont,spore density in soil of comm. with Lespedeza capitata,Mycorrhiza abundance,s,nutrient cycling,1,static,s,com
NA,,NA,positive,2,Valone & Hoffman 2003a,132,S890,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,NA,intermediate,96,27,1°Producer,1°Producer,same,abundance aboveground(mean/sd)(no. of rooted annual plants),1°producer abundance,p,prim prod,1,variable,r,com
NA,,NA,positive,2,Valone & Hoffman 2003a,132,S890,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,NA,intermediate,96,27,1°Producer,1°Producer,same,mean population size,1°producer abundance,p,prim prod,1,static,s,pop
NA,,NA,no,0,Leps et al. 2001,133,S900,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,30,15,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,negative,-1,Leps et al. 2001,133,S900,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,30,15,1°Producer,1°Producer,same,no. of colonising species,Invader 1°producer diversity,r,bioregulation,2,static,s,com
NA,,NA,no,0,Korthals et al. 2001,134,S910,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,10,15,1°Producer,Multitrophic,below,nematode abundance (soil),1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,positive,2,Korthals et al. 2001,134,S910,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,10,15,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive,2,Degens et al. 2001,135,S920,bacterial microcosm,greenhouse,indirect,,management,propagules/colonization,evenness,1,1,high,6,NA,Detritivores,Detritivores,same,microbial biomass,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,positive,2,Degens et al. 2001,135,S920,bacterial microcosm,greenhouse,indirect,,management,propagules/colonization,evenness,1,1,high,6,NA,Detritivores,Detritivores,same,evenness,1°+decomposer diversity,s,nutrient cycling,1,variable,s,com
NA,,NA,no,0,Degens et al. 2001,135,S920,bacterial microcosm,greenhouse,indirect,,management,propagules/colonization,evenness,1,1,high,6,NA,Detritivores,Detritivores,same,productivity (substrate induced respiration),1°+decomposer abundance,s,nutrient cycling,1,variable,r,eco
-0.801,univar,-1.102,negative,-2,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Producer,same,nitrogen content plants,nutrient concentration plants,s,nutrient cycling,1,static,s,com
-0.215,univar,-0.218,negative linear,-2,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,Detritivores,above,decomposition: carbon loss of Schizachyrium litter in plots,1°+decomposer abundance,s,nutrient cycling,1,static,s,eco
0.058,univar,0.058,positive linear,0,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,Detritivores,above,decomposition: nitrogen loss of Schizachyrium litter in plots,nutrient loss,s,nutrient cycling,1,static,r,eco
0.097,univar,0.097,no,0,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,Detritivores,above,decomposition: carbon loss of plot plants in common garden,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
0.101,univar,0.101,no,0,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,Detritivores,above,decomposition: carbon loss of plot plants in situ,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
0.134,univar,0.135,no,0,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,Detritivores,above,decomposition: carbon loss of plot plants in common garden,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
0.184,univar,0.187,positive linear,2,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,Detritivores,above,decomposition: nitrogen loss of plot plants in situ,nutrient loss,s,nutrient cycling,1,static,r,eco
NA,,NA,negative,-2,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,Ecosystem,eco,available nitrate,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,positive,2,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,Ecosystem,eco,soil total nitrogen,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,positive,2,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Producer,same,standing litter,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive,2,Knops et al. 2001,136,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Producer,same,total plant cover,1°producer abundance,p,prim prod,1,static,s,com
0.321,multivar,0.333,no,0,Jonsson et al. 2002,137,S930,aquatic fresh,bottle/pot,direct,additive,,juveniles,SpRichn,1,3,low,70,3,Detritivores,Detritivores,same,consumption of alder leaves,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
0.507,multivar,0.558,no,0,Jonsson et al. 2002,137,S930,aquatic fresh,bottle/pot,direct,additive,,juveniles,SpRichn,1,3,low,70,3,Detritivores,Detritivores,same,consumption of beech leaves,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
-0.55,univar,-0.619,negative,-2,Caldeira et al. 2001,139,S380,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,44,NA,1°Producer,Ecosystem,eco,water content 15-30cm,water cycle,s,water cycl,1,static,s,eco
0.485,univar,0.529,positive,2,Caldeira et al. 2001,139,S380,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,44,NA,1°Producer,1°Producer,same,delta13C,water cycle,s,water cycl,1,static,r,eco
0.527,univar,0.585,positive,2,Caldeira et al. 2001,139,S380,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,44,NA,1°Producer,Ecosystem,eco,water content 0-15cm,water cycle,s,water cycl,1,static,s,eco
0.542,univar,0.607,positive,2,Caldeira et al. 2001,139,S380,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,44,NA,1°Producer,1°Producer,same,delta13C,water cycle,s,water cycl,1,static,r,eco
0.611,univar,0.711,positive,2,Caldeira et al. 2001,139,S380,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,44,NA,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.64,univar,0.759,positive,2,Caldeira et al. 2001,139,S380,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,2,intermediate,44,NA,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Petchey et al. 1999,140,S940,bacterial microcosm,bottle/pot,direct,additive,,juveniles,SpRichn,5,2,low,20,NA,Multitrophic,1°Producer,within,1° productivity (O2flux rate),1°producer abundance,s,prim prod,1,variable,r,eco
NA,,NA,no,0,Petchey et al. 1999,140,S940,bacterial microcosm,bottle/pot,direct,additive,,juveniles,SpRichn,5,2,low,20,NA,Multitrophic,Detritivores,within,decomposition,1°+decomposer abundance,s,nutrient cycling,1,variable,r,com
NA,,NA,no,0,Petchey et al. 1999,140,S940,bacterial microcosm,bottle/pot,direct,additive,,juveniles,SpRichn,5,2,low,20,NA,Multitrophic,1°Producer,within,extinction of species,1°producer diversity,r,bioregulation,1,variable,r,com
NA,,NA,positive,2,Petchey et al. 1999,140,S940,bacterial microcosm,bottle/pot,direct,additive,,juveniles,SpRichn,5,2,low,20,NA,Multitrophic,Detritivores,within,decomposition,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
NA,,NA,positive,2,Petchey et al. 1999,140,S940,bacterial microcosm,bottle/pot,direct,additive,,juveniles,SpRichn,5,2,low,20,NA,Multitrophic,Multitrophic,same,biomass total,Multitrophic abundance,r,bioregulation,1,static,s,com
-0.271,univar,-0.278,no,0,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Ecosystem,eco,sediment silt/clay content,abiotic condition,s,water quality,1,static,s,eco
-0.218,univar,-0.222,no,0,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Ecosystem,eco,phosphate flux,abiotic condition,s,nutrient cycling,1,static,r,eco
-0.174,univar,-0.176,no,0,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Ecosystem,eco,nitrate flux,abiotic condition,s,nutrient cycling,1,static,r,eco
0.01,univar,0.01,no,0,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Ecosystem,eco,nitrite flux,abiotic condition,s,nutrient cycling,1,static,r,eco
0.036,univar,0.036,no,0,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Ecosystem,eco,sediment water content,abiotic condition,s,water quality,1,static,s,eco
0.131,univar,0.132,no,0,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Multitrophic,same,meiofauna abundance (marine benthos),1°+decomposer abundance,s,nutrient cycling,1,static,s,com
0.132,univar,0.133,no,0,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Ecosystem,eco,sediment organic content,abiotic substrate condition,s,nutrient cycling,1,static,s,eco
0.243,univar,0.248,no,0,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Ecosystem,eco,ammonium flux,abiotic condition,s,nutrient cycling,1,static,r,eco
0.419,univar,0.446,no,0,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Ecosystem,eco,RedOx potential,abiotic condition,s,nutrient cycling,1,static,s,eco
0.501,univar,0.551,positive,2,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Detritivores,within,respiration,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,positive,2,Bolam et al. 2002,141,S950,aquatic marine,field,direct,additive,,propagules/colonization,SpRichn,1,3,intermediate,18,27,Multitrophic,Multitrophic,same,macrofaunal biomass,1°+consumer abundance,r,bioregulation,1,static,s,com
-0.2,univar,-0.203,negative,-2,Engelhardt & Ritchie 2001,142,S960,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,4,low,70,4,1°Producer,Ecosystem,eco,P content water,abiotic condition,s,water quality,1,static,r,eco
0,univar,0,no,0,Engelhardt & Ritchie 2001,142,S960,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,4,low,70,4,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,s,prim prod,1,static,s,com
0.283,univar,0.291,positive,2,Engelhardt & Ritchie 2001,142,S960,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,4,low,70,4,1°Producer,1°Producer,same,biomass total (algae),1°producer abundance,s,prim prod,1,static,s,com
0.205,multivar,0.208,no,0,Duffy et al. 2001,143,S970,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,low,48,3,1°Consumer,1°Producer,below,eelgrass biomass,1°producer abundance,s,prim prod,1,static,s,com
0.205,multivar,0.208,no,0,Duffy et al. 2001,143,S970,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,low,48,3,1°Consumer,1°Producer,below,epiphyte biomass,1°producer abundance,s,prim prod,1,static,s,com
0.205,multivar,0.208,no,0,Duffy et al. 2001,143,S970,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,low,48,3,1°Consumer,1°Consumer,same,grazer biomass,1°+consumer abundance,r,bioregulation,1,static,s,com
NA,,NA,negative,-2,Cardinale et al. 2003,144,S980,crop/successional,field,direct,additive,,juveniles,SpRichn,1,3,low,16,3,2°Consumer,1°Consumer,below,aphid (prey) density,1°+consumer abundance,r,bioregulation,1,static,s,com
NA,,NA,positive,2,Cardinale et al. 2003,144,S980,crop/successional,field,direct,additive,,juveniles,SpRichn,1,3,low,16,3,2°Consumer,1°Producer,below,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,positive,2,Cardinale et al. 2002,145,S990,aquatic fresh,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,2,low,6,3,1°Consumer,1°Consumer,same,total consumption,1°+consumer abundance,r,bioregulation,1,static,r,com
-0.375,univar,-0.394,negative,-2,He et al. 2005,147,S1010,grassland,greenhouse,direct,substitutive,,propagules/colonization,SpRichn,1,3,intermediate,36,15,1°Producer,1°Producer,same,-root:shoot ratio,mechanism,NA,NA,1,static,s,com
0.23,univar,0.234,positive linear,2,He et al. 2005,147,S1010,grassland,greenhouse,direct,substitutive,,propagules/colonization,SpRichn,1,3,intermediate,36,15,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.33,univar,0.343,positive linear,2,He et al. 2005,147,S1010,grassland,greenhouse,direct,substitutive,,propagules/colonization,SpRichn,1,3,intermediate,36,15,1°Producer,1°Producer,same,biomass total,1°producer abundance,p,prim prod,1,static,s,com
0.431,univar,0.461,positive linear,2,He et al. 2005,147,S1010,grassland,greenhouse,direct,substitutive,,propagules/colonization,SpRichn,1,3,intermediate,36,15,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
-0.768,multivar,-1.015,negative log-linear,-2,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,net nitrification rate,soil nutrient supply,s,soil fertility,1,static,r,eco
-0.447,univar,-0.481,negative log-linear,-2,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,nitrate loss soil,nutrient loss,s,nutrient cycling,1,static,r,eco
-0.412,multivar,-0.438,negative log-linear,-2,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Detritivores,above,litter decomposition,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
0.728,multivar,0.924,positive log-linear,2,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Detritivores,above,litter decomposition,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
NA,,NA,no,0,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,net nitrification rate,soil nutrient supply,s,soil fertility,1,static,r,eco
NA,,NA,negative,-1,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,nitrate loss soil,nutrient loss,s,nutrient cycling,1,static,r,eco
NA,,NA,negative linear,-2,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,nitrate loss soil,nutrient loss,s,nutrient cycling,1,static,r,eco
NA,,NA,positive log-linear,2,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Scherer-Lorenzen et al. 2003,148,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,1°Producer,same,biomass belowground,1°producer abundance,p,prim prod,1,static,s,com
-0.672,univar,-0.814,negative log-linear,-2,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption dicots (cover),1°+consumer abundance,r,bioregulation,1,variable,r,com
-0.632,univar,-0.745,negative log-linear,-2,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption total (cover),1°+consumer abundance,r,bioregulation,1,variable,r,com
-0.49,univar,-0.536,negative log-linear,-2,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption grasses (cover),1°+consumer abundance,r,bioregulation,1,variable,r,com
0.113,univar,0.113,no,0,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption dicots (cover),1°+consumer abundance,r,bioregulation,1,variable,r,com
0.122,univar,0.123,no,0,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,survival herbivore (grasshopper),1°+consumer abundance,r,bioregulation,1,static,r,com
0.329,univar,0.342,no,0,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption total (biomass),1°+consumer abundance,r,bioregulation,1,variable,r,com
0.464,univar,0.502,positive log-linear,2,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption total (biomass),1°+consumer abundance,r,bioregulation,1,variable,r,com
0.49,univar,0.536,positive log-linear,2,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption grasses (biomass),1°+consumer abundance,r,bioregulation,1,variable,r,com
0.505,univar,0.556,positive log-linear,2,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,relative biomass gain herbivore (grasshopper),1°+consumer abundance,r,bioregulation,1,static,r,com
0.895,univar,1.447,positive log-linear,2,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption dicots (biomass),1°+consumer abundance,r,bioregulation,1,variable,r,com
NA,,NA,no,0,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption grasses (cover),1°+consumer abundance,r,bioregulation,1,variable,r,com
NA,,NA,no,0,Pfisterer et al. 2002,149,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,consumption total (cover),1°+consumer abundance,r,bioregulation,1,variable,r,com
NA,multivar,NA,negative linear,-2,Dangles et al. 2002,150,S1020,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,70,3,Detritivores,Detritivores,same,metabolic activity (consumption of invasive plant litter),1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,negative,-1,Valone & Hoffman 2003b,151,S890,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,NA,intermediate,96,27,1°Producer,1°Producer,same,prod. aboveground (CV),1°producer abundance,p,prim prod,1,variable,r,com
0,univar,0,no,0,Parker et al. 2001,152,S1030,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,2,4,low,48,5,1°Producer,1°Consumer,above,biomass,1°+consumer abundance,r,bioregulation,1,static,s,com
0.2,univar,0.203,no,0,Parker et al. 2001,152,S1030,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,2,4,low,48,5,1°Producer,1°Consumer,above,species richness,1°+consumer diversity,r,bioregulation,1,static,s,com
0.361,univar,0.378,positive,2,Parker et al. 2001,152,S1030,aquatic marine,field,direct,substitutive,,juveniles,SpRichn,2,4,low,48,5,1°Producer,1°Consumer,above,diversity (Simpson),1°+consumer diversity,r,bioregulation,1,static,s,com
0.148,multivar,0.149,no,0,Hanley 2004,153,S1040,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,NA,90,12,1°Producer,1°Consumer,above,seedling herbivory,1°+consumer abundance,r,bioregulation,1,static,r,com
NA,,NA,no,0,Hanley 2004,153,S1040,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,NA,90,12,1°Producer,1°Producer,same,-seedling mortality,1°producer abundance,p,prim prod,1,static,r,com
NA,,NA,no,0,Hanley 2004,153,S1040,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,NA,90,12,1°Producer,1°Consumer,above,species-specific herbivory,1°+consumer abundance,r,bioregulation,1,static,r,com
0.349,multivar,0.364,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,Soil bulk density,soil nutrient supply,s,soil fertility,1,static,NA,eco
0.505,multivar,0.556,positive linear,2,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Detritivores,above,earthworm diversity,1°+decomposer diversity,r,bioregulation,1,static,s,com
0.505,multivar,0.556,positive linear,2,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,Detritivores,above,earthworm diversity,1°+decomposer diversity,r,bioregulation,1,static,s,com
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,Total N availability,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,NH4+ availability,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,NO3- availability,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,Soil bulk density,soil nutrient supply,s,soil fertility,1,static,NA,eco
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,1°Producer,same,Root biomass,1°producer abundance,p,prim prod,1,static,r,com
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Detritivores,above,microbial respiration,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,1°Consumer,above,nematode density non-predator,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,2°Consumer,above,nematode density predator,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,60,31,1°Producer,Detritivores,above,earthworm biomass,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,Total N availability,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,NH4+ availability,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,Ecosystem,eco,NO3- availability,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,1°Producer,same,Root biomass,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,Detritivores,above,microbial respiration,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
